Iteration,E_total,E_kinetic,E_potential,Temperature,Pressure,
1425     ,-4616.395135,4845.959053,-9462.354188 ,3.233873   ,1.783794,
1426     ,-4615.986671,4829.332038,-9445.318709 ,3.222777   ,1.763911,
1427     ,-4615.698447,4816.425836,-9432.124283 ,3.214165   ,1.750684,
1428     ,-4615.486852,4811.108354,-9426.595206 ,3.210616   ,1.750928,
1429     ,-4615.497289,4815.313740,-9430.811029 ,3.213423   ,1.768235,
1430     ,-4615.807538,4827.650797,-9443.458335 ,3.221656   ,1.800360,
1431     ,-4616.315237,4842.694552,-9459.009790 ,3.231695   ,1.838064,
1432     ,-4616.753637,4852.690531,-9469.444168 ,3.238365   ,1.868031,
1433     ,-4616.741715,4851.722648,-9468.464363 ,3.237719   ,1.879698,
1434     ,-4616.262496,4840.493607,-9456.756103 ,3.230226   ,1.873384,
1435     ,-4615.998301,4825.520262,-9441.518563 ,3.220234   ,1.859518,
1436     ,-4616.197328,4811.211060,-9427.408388 ,3.210685   ,1.845106,
1437     ,-4616.420617,4796.547622,-9412.968239 ,3.200899   ,1.828170,
1438     ,-4616.534378,4779.480677,-9396.015054 ,3.189510   ,1.805470,
1439     ,-4616.773234,4759.138088,-9375.911322 ,3.175935   ,1.776026,
1440     ,-4617.107054,4733.696914,-9350.803968 ,3.158957   ,1.737428,
1441     ,-4616.779791,4702.209661,-9318.989452 ,3.137944   ,1.688238,
1442     ,-4616.166793,4671.365760,-9287.532553 ,3.117361   ,1.640312,
1443     ,-4616.070268,4650.915936,-9266.986204 ,3.103714   ,1.610659,
1444     ,-4615.996924,4645.426231,-9261.423154 ,3.100051   ,1.606436,
1445     ,-4616.484210,4654.804233,-9271.288443 ,3.106309   ,1.628267,
1446     ,-4616.830775,4672.272990,-9289.103765 ,3.117967   ,1.664574,
1447     ,-4616.615692,4691.412575,-9308.028267 ,3.130739   ,1.704285,
1448     ,-4616.708699,4710.994935,-9327.703634 ,3.143807   ,1.745537,
1449     ,-4616.877110,4728.363021,-9345.240131 ,3.155397   ,1.783036,
1450     ,-4616.752028,4740.417641,-9357.169669 ,3.163442   ,1.810935,
1451     ,-4616.423595,4747.835726,-9364.259321 ,3.168392   ,1.830145,
1452     ,-4616.053247,4754.552951,-9370.606198 ,3.172875   ,1.847147,
1453     ,-4615.874319,4765.061194,-9380.935513 ,3.179887   ,1.869607,
1454     ,-4616.022166,4781.156029,-9397.178194 ,3.190628   ,1.900807,
1455     ,-4616.464381,4799.934599,-9416.398980 ,3.203160   ,1.936262,
1456     ,-4616.924534,4814.562001,-9431.486535 ,3.212921   ,1.964850,
1457     ,-4617.119496,4818.119656,-9435.239152 ,3.215295   ,1.975231,
1458     ,-4617.086204,4807.346417,-9424.432622 ,3.208106   ,1.962284,
1459     ,-4616.859620,4783.161921,-9400.021541 ,3.191967   ,1.927777,
1460     ,-4616.443875,4750.225388,-9366.669263 ,3.169987   ,1.879651,
1461     ,-4615.872276,4716.589088,-9332.461364 ,3.147540   ,1.831246,
1462     ,-4615.475871,4692.285899,-9307.761769 ,3.131322   ,1.798981,
1463     ,-4615.850101,4683.419314,-9299.269415 ,3.125405   ,1.793018,
1464     ,-4616.519977,4685.951298,-9302.471275 ,3.127095   ,1.806226,
1465     ,-4616.758829,4690.788712,-9307.547541 ,3.130323   ,1.823101,
1466     ,-4616.699953,4692.946739,-9309.646692 ,3.131763   ,1.835272,
1467     ,-4616.835266,4691.324452,-9308.159718 ,3.130680   ,1.840861,
1468     ,-4616.994852,4683.692142,-9300.686994 ,3.125587   ,1.835885,
1469     ,-4616.679148,4668.238471,-9284.917619 ,3.115274   ,1.817145,
1470     ,-4615.972299,4649.044909,-9265.017208 ,3.102466   ,1.791633,
1471     ,-4615.695519,4634.434964,-9250.130483 ,3.092716   ,1.774021,
1472     ,-4615.795967,4628.463428,-9244.259395 ,3.088731   ,1.771490,
1473     ,-4615.619965,4630.843311,-9246.463276 ,3.090319   ,1.783566,
1474     ,-4615.503425,4642.674630,-9258.178055 ,3.098215   ,1.812447,
1475     ,-4616.005538,4663.068385,-9279.073923 ,3.111824   ,1.856979,
1476     ,-4616.584111,4683.964499,-9300.548609 ,3.125769   ,1.903458,
1477     ,-4616.537588,4696.360036,-9312.897624 ,3.134041   ,1.936556,
1478     ,-4616.026457,4698.947091,-9314.973548 ,3.135767   ,1.953999,
1479     ,-4615.516949,4697.292088,-9312.809037 ,3.134663   ,1.964815,
1480     ,-4615.194820,4698.036126,-9313.230946 ,3.135159   ,1.979681,
1481     ,-4615.062940,4705.554135,-9320.617075 ,3.140176   ,2.005606,
1482     ,-4615.171227,4721.126902,-9336.298129 ,3.150569   ,2.044615,
1483     ,-4615.549843,4742.311009,-9357.860852 ,3.164705   ,2.092559,
1484     ,-4616.082337,4762.962297,-9379.044634 ,3.178487   ,2.139064,
1485     ,-4616.499985,4775.357425,-9391.857411 ,3.186758   ,2.171024,
1486     ,-4616.535672,4774.222563,-9390.758236 ,3.186001   ,2.179275,
1487     ,-4616.253700,4760.102222,-9376.355922 ,3.176578   ,2.164362,
1488     ,-4616.159134,4737.721811,-9353.880944 ,3.161643   ,2.134263,
1489     ,-4616.108263,4710.560848,-9326.669111 ,3.143517   ,2.094793,
1490     ,-4615.682204,4681.746076,-9297.428280 ,3.124288   ,2.051208,
1491     ,-4615.342612,4657.290147,-9272.632759 ,3.107968   ,2.014242,
1492     ,-4615.321921,4641.945921,-9257.267841 ,3.097728   ,1.992320,
1493     ,-4615.363442,4636.310328,-9251.673770 ,3.093968   ,1.986726,
1494     ,-4615.382625,4639.298685,-9254.681310 ,3.095962   ,1.996007,
1495     ,-4615.454463,4649.768797,-9265.223260 ,3.102949   ,2.018339,
1496     ,-4615.588920,4666.081526,-9281.670446 ,3.113835   ,2.050585,
1497     ,-4615.891074,4685.512773,-9301.403847 ,3.126802   ,2.087703,
1498     ,-4616.469243,4702.649549,-9319.118792 ,3.138238   ,2.120478,
1499     ,-4616.632014,4709.918269,-9326.550283 ,3.143089   ,2.135739,
